Resumen de click en botones
ID;Scene;Numero de clicks
ExitToMenu;CLOCK_PUZZLE;1
EmptyImage;CLOCK_PUZZLE;3
NewGame;INITIAL MENU;1
Dialog;CLOCK_PUZZLE;4
Dialog;ROOM_1;56
Dialog;MIDDLE_ROOM;60
Clock;ROOM_1;1
pauseBtn;CLOCK_PUZZLE;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
INITIAL MENU;2.01;3;1
CLOCK_PUZZLE;3.435;2;9
ROOM_1;10.232;1;57
MIDDLE_ROOM;8.014;1;60
tiempo de juego total: ;;0.39485;min

Mov en x;152932
Mov en y;117187


Historial de click
ID;Scene;Segundo Concreto
NewGame;INITIAL MENU;8.076
Dialog;MIDDLE_ROOM;9.716
Dialog;MIDDLE_ROOM;9.833
Dialog;MIDDLE_ROOM;9.957
Dialog;MIDDLE_ROOM;10.085
Dialog;MIDDLE_ROOM;10.203
Dialog;MIDDLE_ROOM;10.327
Dialog;MIDDLE_ROOM;10.454
Dialog;MIDDLE_ROOM;10.58
Dialog;MIDDLE_ROOM;10.704
Dialog;MIDDLE_ROOM;10.826
Dialog;MIDDLE_ROOM;10.953
Dialog;MIDDLE_ROOM;11.078
Dialog;MIDDLE_ROOM;11.202
Dialog;MIDDLE_ROOM;11.328
Dialog;MIDDLE_ROOM;11.451
Dialog;MIDDLE_ROOM;11.579
Dialog;MIDDLE_ROOM;11.705
Dialog;MIDDLE_ROOM;11.834
Dialog;MIDDLE_ROOM;11.959
Dialog;MIDDLE_ROOM;12.077
Dialog;MIDDLE_ROOM;12.204
Dialog;MIDDLE_ROOM;12.357
Dialog;MIDDLE_ROOM;12.47
Dialog;MIDDLE_ROOM;12.604
Dialog;MIDDLE_ROOM;12.721
Dialog;MIDDLE_ROOM;12.848
Dialog;MIDDLE_ROOM;12.974
Dialog;MIDDLE_ROOM;13.103
Dialog;MIDDLE_ROOM;13.219
Dialog;MIDDLE_ROOM;13.347
Dialog;MIDDLE_ROOM;13.474
Dialog;MIDDLE_ROOM;13.588
Dialog;MIDDLE_ROOM;13.724
Dialog;MIDDLE_ROOM;13.852
Dialog;MIDDLE_ROOM;13.968
Dialog;MIDDLE_ROOM;14.101
Dialog;MIDDLE_ROOM;14.219
Dialog;MIDDLE_ROOM;14.348
Dialog;MIDDLE_ROOM;14.468
Dialog;MIDDLE_ROOM;14.594
Dialog;MIDDLE_ROOM;14.721
Dialog;MIDDLE_ROOM;14.849
Dialog;MIDDLE_ROOM;14.965
Dialog;MIDDLE_ROOM;15.094
Dialog;MIDDLE_ROOM;15.221
Dialog;MIDDLE_ROOM;15.346
Dialog;MIDDLE_ROOM;15.464
Dialog;MIDDLE_ROOM;15.588
Dialog;MIDDLE_ROOM;15.716
Dialog;MIDDLE_ROOM;15.851
Dialog;MIDDLE_ROOM;15.976
Dialog;MIDDLE_ROOM;16.092
Dialog;MIDDLE_ROOM;16.219
Dialog;MIDDLE_ROOM;16.342
Dialog;MIDDLE_ROOM;16.472
Dialog;MIDDLE_ROOM;16.587
Dialog;MIDDLE_ROOM;16.713
Dialog;MIDDLE_ROOM;16.841
Dialog;MIDDLE_ROOM;16.967
Dialog;MIDDLE_ROOM;17.094
Dialog;ROOM_1;18.12
Dialog;ROOM_1;18.224
Dialog;ROOM_1;18.35
Dialog;ROOM_1;18.475
Dialog;ROOM_1;18.594
Dialog;ROOM_1;18.72
Dialog;ROOM_1;18.844
Dialog;ROOM_1;18.97
Dialog;ROOM_1;19.098
Dialog;ROOM_1;19.218
Dialog;ROOM_1;19.344
Dialog;ROOM_1;19.47
Dialog;ROOM_1;19.594
Dialog;ROOM_1;19.719
Dialog;ROOM_1;19.846
Dialog;ROOM_1;19.962
Dialog;ROOM_1;20.112
Dialog;ROOM_1;20.249
Dialog;ROOM_1;20.375
Dialog;ROOM_1;20.499
Dialog;ROOM_1;20.636
Dialog;ROOM_1;20.762
Dialog;ROOM_1;20.889
Dialog;ROOM_1;21.013
Dialog;ROOM_1;21.131
Dialog;ROOM_1;21.257
Dialog;ROOM_1;21.385
Dialog;ROOM_1;21.501
Dialog;ROOM_1;21.626
Dialog;ROOM_1;21.749
Dialog;ROOM_1;21.877
Dialog;ROOM_1;22.006
Dialog;ROOM_1;22.132
Dialog;ROOM_1;22.25
Dialog;ROOM_1;22.374
Dialog;ROOM_1;22.498
Dialog;ROOM_1;22.626
Dialog;ROOM_1;22.752
Dialog;ROOM_1;22.877
Dialog;ROOM_1;23.002
Dialog;ROOM_1;23.127
Dialog;ROOM_1;23.255
Dialog;ROOM_1;25.273
Dialog;ROOM_1;25.396
Dialog;ROOM_1;25.559
Dialog;ROOM_1;25.709
Dialog;ROOM_1;25.826
Dialog;ROOM_1;25.951
Dialog;ROOM_1;26.407
Dialog;ROOM_1;26.67
Dialog;ROOM_1;26.798
Dialog;ROOM_1;26.926
Dialog;ROOM_1;27.097
Dialog;ROOM_1;27.233
Dialog;ROOM_1;27.351
Dialog;ROOM_1;27.477
Clock;ROOM_1;28.329
Dialog;CLOCK_PUZZLE;29.026
Dialog;CLOCK_PUZZLE;29.57
Dialog;CLOCK_PUZZLE;29.824
Dialog;CLOCK_PUZZLE;29.99
pauseBtn;CLOCK_PUZZLE;30.148
EmptyImage;CLOCK_PUZZLE;30.148
EmptyImage;CLOCK_PUZZLE;30.275
EmptyImage;CLOCK_PUZZLE;30.39
ExitToMenu;CLOCK_PUZZLE;31.761
